"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 23 14:10:46 CST 2021","Fri Jul 23 14:10:46 CST 2021","711","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_032-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""sign"": ""0cf64e7c6901a3a95886e7ca4a1886d639fe6d75f9634faac15e00da902a3a98"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""timestamp"": [
            ""发送时间戳不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626772918512,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:19 CST 2021","Fri Jul 23 14:10:19 CST 2021","574","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_036-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d564df170dcb929afe51752b221a1456fef2b4e043a850d4886eeafae4957338"",
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""legerId"": [
            ""账本ID不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626773366409,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:08 CST 2021","Fri Jul 23 14:10:09 CST 2021","567","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_018-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""8fa7b8c4f9dbf2e59dad8507f931fb68c925fd7801b26b7ed2551c467276dc4e"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626769141328,
    ""success"": false
}]",""
"failed","Fri Jul 23 14:09:57 CST 2021","Fri Jul 23 14:09:57 CST 2021","-26","testcase","test_openApi","TestOpenAPI","","","test_data_query_right[SJCX_001-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""8fa7b8c4f9dbf2e59dad8507f931fb68c925fd7801b26b7ed2551c467276dc4e"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": {
            ""appId"": ""rRHm0G"",
            ""chainId"": 49,
            ""clusterId"": 60,
            ""details"": {
                ""birthday"": ""2000-01-02"",
                ""idcardno"": ""110105200001029753"",
                ""sex"": ""男""
            },
            ""legerId"": 48,
            ""orgId"": 3
        }
    },
    ""timestamp"": 1626763792739,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:09:42 CST 2021","Fri Jul 23 14:09:42 CST 2021","483","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_010-{ ""data"":{""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""47d6c30e183c0311bcb6fd4938f1c51001830e3cafc4ab146e9bb4c1435e6382"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 0,
    ""msg"": ""缺少参数：body.idcardno"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626766840082,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:50 CST 2021","Fri Jul 23 14:09:51 CST 2021","426","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_028-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": """",
    ""timestamp"": 1941761698000,
    ""sign"": ""9b02bb0b8abcfe909c973d144f3c1a7dae50646ea35be59dd88f8f23d35b2519"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""nonce"": [
            ""7位随机数不能为空"",
            ""length must be between 7 and 7""
        ]
    },
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626772617944,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:43 CST 2021","Fri Jul 23 14:09:43 CST 2021","423","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_012-{ ""data"":{""idcardno"":""110105200101023201"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""b137353b17236cdcbb1dc642415bba3d6d951a2997067e1fa662c2de1b8321a8"",
    ""legerId"": 52,
    ""chainId"":55,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626767581204,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:36 CST 2021","Fri Jul 23 14:10:36 CST 2021","648","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_018-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""8fa7b8c4f9dbf2e59dad8507f931fb68c925fd7801b26b7ed2551c467276dc4e"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626769181107,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:06 CST 2021","Fri Jul 23 14:10:06 CST 2021","608","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_014-{ ""data"":{""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""47d6c30e183c0311bcb6fd4938f1c51001830e3cafc4ab146e9bb4c1435e6382"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 0,
    ""msg"": ""缺少参数data.idcardno"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626768775715,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:16 CST 2021","Fri Jul 23 14:10:17 CST 2021","535","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_032-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""sign"": ""0cf64e7c6901a3a95886e7ca4a1886d639fe6d75f9634faac15e00da902a3a98"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""timestamp"": [
            ""发送时间戳不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626772895952,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:45 CST 2021","Fri Jul 23 14:10:46 CST 2021","722","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_031-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": null,
    ""sign"": ""0cf64e7c6901a3a95886e7ca4a1886d639fe6d75f9634faac15e00da902a3a98"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""timestamp"": [
            ""发送时间戳不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626772853309,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:49 CST 2021","Fri Jul 23 14:10:49 CST 2021","691","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_036-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d564df170dcb929afe51752b221a1456fef2b4e043a850d4886eeafae4957338"",
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""legerId"": [
            ""账本ID不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626773383004,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:53 CST 2021","Fri Jul 23 14:09:54 CST 2021","420","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_034-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d564df170dcb929afe51752b221a1456fef2b4e043a850d4886eeafae4957338"",
    ""legerId"":null,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""legerId"": [
            ""账本ID不能为空""
        ]
    },
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626773291250,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:12 CST 2021","Fri Jul 23 14:10:13 CST 2021","594","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_025-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""be683b406cfc417847597511d522f6bd8d8cae1e0b54d25132016df6f56605d3"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626771134873,
    ""success"": false
}]",""
